t_s,topic,field,value
1788188468.854723,/odometry/filtered,pos_x,0.042035
1788188468.854723,/odometry/filtered,pos_y,-0.198868
1788188468.854723,/odometry/filtered,quat_z,-0.137028
1788188468.854723,/odometry/filtered,quat_w,0.990567
1788188468.854723,/odometry/filtered,vel_x,0.000151
1788188468.854723,/odometry/filtered,yaw_rate,-0.000011
1788188468.888052,/odometry/filtered,pos_x,0.042050
1788188468.888052,/odometry/filtered,pos_y,-0.198870
1788188468.888052,/odometry/filtered,quat_z,-0.137029
1788188468.888052,/odometry/filtered,quat_w,0.990567
1788188468.888052,/odometry/filtered,vel_x,0.000155
1788188468.888052,/odometry/filtered,yaw_rate,-0.000011
1788188468.954818,/odometry/filtered,pos_x,0.041983
1788188468.954818,/odometry/filtered,pos_y,-0.198850
1788188468.954818,/odometry/filtered,quat_z,-0.137027
1788188468.954818,/odometry/filtered,quat_w,0.990567
1788188468.954818,/odometry/filtered,vel_x,0.000078
1788188468.954818,/odometry/filtered,yaw_rate,-0.000009
1788188468.988281,/odometry/filtered,pos_x,0.041889
1788188468.988281,/odometry/filtered,pos_y,-0.198965
1788188468.988281,/odometry/filtered,quat_z,-0.137018
1788188468.988281,/odometry/filtered,quat_w,0.990569
1788188468.988281,/odometry/filtered,vel_x,0.000006
1788188468.988281,/odometry/filtered,yaw_rate,0.000001
1788188469.021381,/odometry/filtered,pos_x,0.041886
1788188469.021381,/odometry/filtered,pos_y,-0.198978
1788188469.021381,/odometry/filtered,quat_z,-0.137018
1788188469.021381,/odometry/filtered,quat_w,0.990569
1788188469.021381,/odometry/filtered,vel_x,0.000006
1788188469.021381,/odometry/filtered,yaw_rate,0.000001
1788188469.121387,/odometry/filtered,pos_x,0.041934
1788188469.121387,/odometry/filtered,pos_y,-0.198836
1788188469.121387,/odometry/filtered,quat_z,-0.137030
1788188469.121387,/odometry/filtered,quat_w,0.990567
1788188469.121387,/odometry/filtered,vel_x,0.000029
1788188469.121387,/odometry/filtered,yaw_rate,-0.000013
1788188469.154740,/odometry/filtered,pos_x,0.041938
1788188469.154740,/odometry/filtered,pos_y,-0.198834
1788188469.154740,/odometry/filtered,quat_z,-0.137031
1788188469.154740,/odometry/filtered,quat_w,0.990567
1788188469.154740,/odometry/filtered,vel_x,0.000030
1788188469.154740,/odometry/filtered,yaw_rate,-0.000013
1788188469.221388,/odometry/filtered,pos_x,0.041964
1788188469.221388,/odometry/filtered,pos_y,-0.198871
1788188469.221388,/odometry/filtered,quat_z,-0.137025
1788188469.221388,/odometry/filtered,quat_w,0.990568
1788188469.221388,/odometry/filtered,vel_x,0.000066
1788188469.221388,/odometry/filtered,yaw_rate,-0.000006
1788188469.321381,/odometry/filtered,pos_x,0.041995
1788188469.321381,/odometry/filtered,pos_y,-0.198904
1788188469.321381,/odometry/filtered,quat_z,-0.137032
1788188469.321381,/odometry/filtered,quat_w,0.990567
1788188469.321381,/odometry/filtered,vel_x,0.000110
1788188469.321381,/odometry/filtered,yaw_rate,-0.000013
1788188469.354898,/odometry/filtered,pos_x,0.042003
1788188469.354898,/odometry/filtered,pos_y,-0.198907
1788188469.354898,/odometry/filtered,quat_z,-0.137026
1788188469.354898,/odometry/filtered,quat_w,0.990567
1788188469.354898,/odometry/filtered,vel_x,0.000117
1788188469.354898,/odometry/filtered,yaw_rate,-0.000006
1788188469.388205,/odometry/filtered,pos_x,0.042004
1788188469.388205,/odometry/filtered,pos_y,-0.198907
1788188469.388205,/odometry/filtered,quat_z,-0.137028
1788188469.388205,/odometry/filtered,quat_w,0.990567
1788188469.388205,/odometry/filtered,vel_x,0.000115
1788188469.388205,/odometry/filtered,yaw_rate,-0.000009
1788188469.421543,/odometry/filtered,pos_x,0.041947
1788188469.421543,/odometry/filtered,pos_y,-0.198886
1788188469.421543,/odometry/filtered,quat_z,-0.137033
1788188469.421543,/odometry/filtered,quat_w,0.990567
1788188469.421543,/odometry/filtered,vel_x,0.000041
1788188469.421543,/odometry/filtered,yaw_rate,-0.000014
1788188469.454909,/odometry/filtered,pos_x,0.041950
1788188469.454909,/odometry/filtered,pos_y,-0.198890
1788188469.454909,/odometry/filtered,quat_z,-0.137033
1788188469.454909,/odometry/filtered,quat_w,0.990566
1788188469.454909,/odometry/filtered,vel_x,0.000041
1788188469.454909,/odometry/filtered,yaw_rate,-0.000014
1788188469.521721,/odometry/filtered,pos_x,0.041982
1788188469.521721,/odometry/filtered,pos_y,-0.198841
1788188469.521721,/odometry/filtered,quat_z,-0.137033
1788188469.521721,/odometry/filtered,quat_w,0.990566
1788188469.521721,/odometry/filtered,vel_x,0.000058
1788188469.521721,/odometry/filtered,yaw_rate,-0.000013
1788188469.588186,/odometry/filtered,pos_x,0.041912
1788188469.588186,/odometry/filtered,pos_y,-0.198913
1788188469.588186,/odometry/filtered,quat_z,-0.137023
1788188469.588186,/odometry/filtered,quat_w,0.990568
1788188469.588186,/odometry/filtered,vel_x,0.000003
1788188469.588186,/odometry/filtered,yaw_rate,-0.000002
1788188469.688292,/odometry/filtered,pos_x,0.041933
1788188469.688292,/odometry/filtered,pos_y,-0.198896
1788188469.688292,/odometry/filtered,quat_z,-0.137030
1788188469.688292,/odometry/filtered,quat_w,0.990567
1788188469.688292,/odometry/filtered,vel_x,0.000019
1788188469.688292,/odometry/filtered,yaw_rate,-0.000009
1788188469.788596,/odometry/filtered,pos_x,0.041957
1788188469.788596,/odometry/filtered,pos_y,-0.198921
1788188469.788596,/odometry/filtered,quat_z,-0.137028
1788188469.788596,/odometry/filtered,quat_w,0.990567
1788188469.788596,/odometry/filtered,vel_x,0.000051
1788188469.788596,/odometry/filtered,yaw_rate,-0.000006
1788188469.821583,/odometry/filtered,pos_x,0.041952
1788188469.821583,/odometry/filtered,pos_y,-0.198922
1788188469.821583,/odometry/filtered,quat_z,-0.137021
1788188469.821583,/odometry/filtered,quat_w,0.990568
1788188469.821583,/odometry/filtered,vel_x,0.000043
1788188469.821583,/odometry/filtered,yaw_rate,0.000003
1788188469.854643,/odometry/filtered,pos_x,0.041955
1788188469.854643,/odometry/filtered,pos_y,-0.198931
1788188469.854643,/odometry/filtered,quat_z,-0.137021
1788188469.854643,/odometry/filtered,quat_w,0.990568
1788188469.854643,/odometry/filtered,vel_x,0.000044
1788188469.854643,/odometry/filtered,yaw_rate,0.000003
1788188469.954774,/odometry/filtered,pos_x,0.041884
1788188469.954774,/odometry/filtered,pos_y,-0.198907
1788188469.954774,/odometry/filtered,quat_z,-0.137026
1788188469.954774,/odometry/filtered,quat_w,0.990568
1788188469.954774,/odometry/filtered,vel_x,-0.000038
1788188469.954774,/odometry/filtered,yaw_rate,-0.000002
1788188469.988259,/odometry/filtered,pos_x,0.041980
1788188469.988259,/odometry/filtered,pos_y,-0.198814
1788188469.988259,/odometry/filtered,quat_z,-0.137040
1788188469.988259,/odometry/filtered,quat_w,0.990565
1788188469.988259,/odometry/filtered,vel_x,0.000039
1788188469.988259,/odometry/filtered,yaw_rate,-0.000019
1788188470.021390,/odometry/filtered,pos_x,0.041898
1788188470.021390,/odometry/filtered,pos_y,-0.198838
1788188470.021390,/odometry/filtered,quat_z,-0.137033
1788188470.021390,/odometry/filtered,quat_w,0.990567
1788188470.021390,/odometry/filtered,vel_x,-0.000047
1788188470.021390,/odometry/filtered,yaw_rate,-0.000010
1788188470.054967,/odometry/filtered,pos_x,0.041894
1788188470.054967,/odometry/filtered,pos_y,-0.198835
1788188470.054967,/odometry/filtered,quat_z,-0.137033
1788188470.054967,/odometry/filtered,quat_w,0.990566
1788188470.054967,/odometry/filtered,vel_x,-0.000049
1788188470.054967,/odometry/filtered,yaw_rate,-0.000010
1788188470.121516,/odometry/filtered,pos_x,0.042087
1788188470.121516,/odometry/filtered,pos_y,-0.198917
1788188470.121516,/odometry/filtered,quat_z,-0.137028
1788188470.121516,/odometry/filtered,quat_w,0.990567
1788188470.121516,/odometry/filtered,vel_x,0.000176
1788188470.121516,/odometry/filtered,yaw_rate,-0.000005
1788188470.479671,/odometry/filtered,pos_x,0.041876
1788188470.479671,/odometry/filtered,pos_y,-0.198904
1788188470.479671,/odometry/filtered,quat_z,-0.137023
1788188470.479671,/odometry/filtered,quat_w,0.990568
1788188470.479671,/odometry/filtered,vel_x,-0.000061
1788188470.479671,/odometry/filtered,yaw_rate,0.000002
1788188470.479768,/odometry/filtered,pos_x,0.041869
1788188470.479768,/odometry/filtered,pos_y,-0.198908
1788188470.479768,/odometry/filtered,quat_z,-0.137023
1788188470.479768,/odometry/filtered,quat_w,0.990568
1788188470.479768,/odometry/filtered,vel_x,-0.000064
1788188470.479768,/odometry/filtered,yaw_rate,0.000002
1788188470.479803,/odometry/filtered,pos_x,0.041866
1788188470.479803,/odometry/filtered,pos_y,-0.198909
1788188470.479803,/odometry/filtered,quat_z,-0.137023
1788188470.479803,/odometry/filtered,quat_w,0.990568
1788188470.479803,/odometry/filtered,vel_x,-0.000065
1788188470.479803,/odometry/filtered,yaw_rate,0.000002
1788188470.479826,/odometry/filtered,pos_x,0.041821
1788188470.479826,/odometry/filtered,pos_y,-0.198831
1788188470.479826,/odometry/filtered,quat_z,-0.137029
1788188470.479826,/odometry/filtered,quat_w,0.990567
1788188470.479826,/odometry/filtered,vel_x,-0.000132
1788188470.479826,/odometry/filtered,yaw_rate,-0.000005
1788188470.479847,/odometry/filtered,pos_x,0.041800
1788188470.479847,/odometry/filtered,pos_y,-0.198825
1788188470.479847,/odometry/filtered,quat_z,-0.137029
1788188470.479847,/odometry/filtered,quat_w,0.990567
1788188470.479847,/odometry/filtered,vel_x,-0.000155
1788188470.479847,/odometry/filtered,yaw_rate,-0.000005
1788188470.481329,/odometry/filtered,pos_x,0.041972
1788188470.481329,/odometry/filtered,pos_y,-0.198865
1788188470.481329,/odometry/filtered,quat_z,-0.137037
1788188470.481329,/odometry/filtered,quat_w,0.990566
1788188470.481329,/odometry/filtered,vel_x,0.000055
1788188470.481329,/odometry/filtered,yaw_rate,-0.000014
1788188470.489683,/odometry/filtered,pos_x,0.041977
1788188470.489683,/odometry/filtered,pos_y,-0.198865
1788188470.489683,/odometry/filtered,quat_z,-0.137038
1788188470.489683,/odometry/filtered,quat_w,0.990566
1788188470.489683,/odometry/filtered,vel_x,0.000056
1788188470.489683,/odometry/filtered,yaw_rate,-0.000014
1788188470.588027,/odometry/filtered,pos_x,0.042013
1788188470.588027,/odometry/filtered,pos_y,-0.198849
1788188470.588027,/odometry/filtered,quat_z,-0.137039
1788188470.588027,/odometry/filtered,quat_w,0.990566
1788188470.588027,/odometry/filtered,vel_x,0.000083
1788188470.588027,/odometry/filtered,yaw_rate,-0.000015
1788188470.621357,/odometry/filtered,pos_x,0.042016
1788188470.621357,/odometry/filtered,pos_y,-0.198848
1788188470.621357,/odometry/filtered,quat_z,-0.137040
1788188470.621357,/odometry/filtered,quat_w,0.990566
1788188470.621357,/odometry/filtered,vel_x,0.000084
1788188470.621357,/odometry/filtered,yaw_rate,-0.000015
1788188470.722872,/odometry/filtered,pos_x,0.042031
1788188470.722872,/odometry/filtered,pos_y,-0.198874
1788188470.722872,/odometry/filtered,quat_z,-0.137039
1788188470.722872,/odometry/filtered,quat_w,0.990566
1788188470.722872,/odometry/filtered,vel_x,0.000113
1788188470.722872,/odometry/filtered,yaw_rate,-0.000014
1788188470.754905,/odometry/filtered,pos_x,0.042070
1788188470.754905,/odometry/filtered,pos_y,-0.198846
1788188470.754905,/odometry/filtered,quat_z,-0.137034
1788188470.754905,/odometry/filtered,quat_w,0.990566
1788188470.754905,/odometry/filtered,vel_x,0.000146
1788188470.754905,/odometry/filtered,yaw_rate,-0.000008
1788188470.788163,/odometry/filtered,pos_x,0.041998
1788188470.788163,/odometry/filtered,pos_y,-0.198904
1788188470.788163,/odometry/filtered,quat_z,-0.137030
1788188470.788163,/odometry/filtered,quat_w,0.990567
1788188470.788163,/odometry/filtered,vel_x,0.000078
1788188470.788163,/odometry/filtered,yaw_rate,-0.000004
1788188470.821360,/odometry/filtered,pos_x,0.042006
1788188470.821360,/odometry/filtered,pos_y,-0.198910
1788188470.821360,/odometry/filtered,quat_z,-0.137030
1788188470.821360,/odometry/filtered,quat_w,0.990567
1788188470.821360,/odometry/filtered,vel_x,0.000080
1788188470.821360,/odometry/filtered,yaw_rate,-0.000004
1788188470.887975,/odometry/filtered,pos_x,0.041991
1788188470.887975,/odometry/filtered,pos_y,-0.198905
1788188470.887975,/odometry/filtered,quat_z,-0.137043
1788188470.887975,/odometry/filtered,quat_w,0.990565
1788188470.887975,/odometry/filtered,vel_x,0.000060
1788188470.887975,/odometry/filtered,yaw_rate,-0.000017
1788188470.921380,/odometry/filtered,pos_x,0.041993
1788188470.921380,/odometry/filtered,pos_y,-0.198906
1788188470.921380,/odometry/filtered,quat_z,-0.137044
1788188470.921380,/odometry/filtered,quat_w,0.990565
1788188470.921380,/odometry/filtered,vel_x,0.000060
1788188470.921380,/odometry/filtered,yaw_rate,-0.000017
1788188470.988627,/odometry/filtered,pos_x,0.041901
1788188470.988627,/odometry/filtered,pos_y,-0.198914
1788188470.988627,/odometry/filtered,quat_z,-0.137027
1788188470.988627,/odometry/filtered,quat_w,0.990567
1788188470.988627,/odometry/filtered,vel_x,-0.000036
1788188470.988627,/odometry/filtered,yaw_rate,0.000001
1788188471.088808,/odometry/filtered,pos_x,0.041916
1788188471.088808,/odometry/filtered,pos_y,-0.198866
1788188471.088808,/odometry/filtered,quat_z,-0.137034
1788188471.088808,/odometry/filtered,quat_w,0.990566
1788188471.088808,/odometry/filtered,vel_x,-0.000034
1788188471.088808,/odometry/filtered,yaw_rate,-0.000006
1788188471.121466,/odometry/filtered,pos_x,0.041762
1788188471.121466,/odometry/filtered,pos_y,-0.198820
1788188471.121466,/odometry/filtered,quat_z,-0.137037
1788188471.121466,/odometry/filtered,quat_w,0.990566
1788188471.121466,/odometry/filtered,vel_x,-0.000222
1788188471.121466,/odometry/filtered,yaw_rate,-0.000010
1788188471.154805,/odometry/filtered,pos_x,0.041876
1788188471.154805,/odometry/filtered,pos_y,-0.198837
1788188471.154805,/odometry/filtered,quat_z,-0.137033
1788188471.154805,/odometry/filtered,quat_w,0.990567
1788188471.154805,/odometry/filtered,vel_x,-0.000082
1788188471.154805,/odometry/filtered,yaw_rate,-0.000004
1788188471.188102,/odometry/filtered,pos_x,0.041981
1788188471.188102,/odometry/filtered,pos_y,-0.198892
1788188471.188102,/odometry/filtered,quat_z,-0.137037
1788188471.188102,/odometry/filtered,quat_w,0.990566
1788188471.188102,/odometry/filtered,vel_x,0.000055
1788188471.188102,/odometry/filtered,yaw_rate,-0.000009
1788188471.221498,/odometry/filtered,pos_x,0.041987
1788188471.221498,/odometry/filtered,pos_y,-0.198895
1788188471.221498,/odometry/filtered,quat_z,-0.137037
1788188471.221498,/odometry/filtered,quat_w,0.990566
1788188471.221498,/odometry/filtered,vel_x,0.000057
1788188471.221498,/odometry/filtered,yaw_rate,-0.000009
1788188471.322231,/odometry/filtered,pos_x,0.041935
1788188471.322231,/odometry/filtered,pos_y,-0.198893
1788188471.322231,/odometry/filtered,quat_z,-0.137031
1788188471.322231,/odometry/filtered,quat_w,0.990567
1788188471.322231,/odometry/filtered,vel_x,-0.000001
1788188471.322231,/odometry/filtered,yaw_rate,-0.000002
1788188471.390086,/odometry/filtered,pos_x,0.041987
1788188471.390086,/odometry/filtered,pos_y,-0.198853
1788188471.390086,/odometry/filtered,quat_z,-0.137038
1788188471.390086,/odometry/filtered,quat_w,0.990566
1788188471.390086,/odometry/filtered,vel_x,0.000041
1788188471.390086,/odometry/filtered,yaw_rate,-0.000010
1788188471.489238,/odometry/filtered,pos_x,0.041936
1788188471.489238,/odometry/filtered,pos_y,-0.198887
1788188471.489238,/odometry/filtered,quat_z,-0.137039
1788188471.489238,/odometry/filtered,quat_w,0.990566
1788188471.489238,/odometry/filtered,vel_x,-0.000002
1788188471.489238,/odometry/filtered,yaw_rate,-0.000011
1788188471.521597,/odometry/filtered,pos_x,0.041988
1788188471.521597,/odometry/filtered,pos_y,-0.198853
1788188471.521597,/odometry/filtered,quat_z,-0.137043
1788188471.521597,/odometry/filtered,quat_w,0.990565
1788188471.521597,/odometry/filtered,vel_x,0.000046
1788188471.521597,/odometry/filtered,yaw_rate,-0.000015
1788188471.555194,/odometry/filtered,pos_x,0.041905
1788188471.555194,/odometry/filtered,pos_y,-0.198949
1788188471.555194,/odometry/filtered,quat_z,-0.137028
1788188471.555194,/odometry/filtered,quat_w,0.990567
1788188471.555194,/odometry/filtered,vel_x,-0.000018
1788188471.555194,/odometry/filtered,yaw_rate,0.000002
1788188471.588101,/odometry/filtered,pos_x,0.041913
1788188471.588101,/odometry/filtered,pos_y,-0.198950
1788188471.588101,/odometry/filtered,quat_z,-0.137027
1788188471.588101,/odometry/filtered,quat_w,0.990567
1788188471.588101,/odometry/filtered,vel_x,-0.000009
1788188471.588101,/odometry/filtered,yaw_rate,0.000003
1788188471.621514,/odometry/filtered,pos_x,0.041930
1788188471.621514,/odometry/filtered,pos_y,-0.198852
1788188471.621514,/odometry/filtered,quat_z,-0.137040
1788188471.621514,/odometry/filtered,quat_w,0.990566
1788188471.621514,/odometry/filtered,vel_x,-0.000021
1788188471.621514,/odometry/filtered,yaw_rate,-0.000011
1788188471.654817,/odometry/filtered,pos_x,0.041930
1788188471.654817,/odometry/filtered,pos_y,-0.198850
1788188471.654817,/odometry/filtered,quat_z,-0.137035
1788188471.654817,/odometry/filtered,quat_w,0.990566
1788188471.654817,/odometry/filtered,vel_x,-0.000021
1788188471.654817,/odometry/filtered,yaw_rate,-0.000006
1788188471.688061,/odometry/filtered,pos_x,0.041928
1788188471.688061,/odometry/filtered,pos_y,-0.198846
1788188471.688061,/odometry/filtered,quat_z,-0.137035
1788188471.688061,/odometry/filtered,quat_w,0.990566
1788188471.688061,/odometry/filtered,vel_x,-0.000023
1788188471.688061,/odometry/filtered,yaw_rate,-0.000006
1788188471.754840,/odometry/filtered,pos_x,0.041977
1788188471.754840,/odometry/filtered,pos_y,-0.198857
1788188471.754840,/odometry/filtered,quat_z,-0.137045
1788188471.754840,/odometry/filtered,quat_w,0.990565
1788188471.754840,/odometry/filtered,vel_x,0.000030
1788188471.754840,/odometry/filtered,yaw_rate,-0.000016
1788188471.854790,/odometry/filtered,pos_x,0.042031
1788188471.854790,/odometry/filtered,pos_y,-0.198905
1788188471.854790,/odometry/filtered,quat_z,-0.137050
1788188471.854790,/odometry/filtered,quat_w,0.990564
1788188471.854790,/odometry/filtered,vel_x,0.000103
1788188471.854790,/odometry/filtered,yaw_rate,-0.000022
1788188471.888238,/odometry/filtered,pos_x,0.042013
1788188471.888238,/odometry/filtered,pos_y,-0.198867
1788188471.888238,/odometry/filtered,quat_z,-0.137038
1788188471.888238,/odometry/filtered,quat_w,0.990566
1788188471.888238,/odometry/filtered,vel_x,0.000068
1788188471.888238,/odometry/filtered,yaw_rate,-0.000007
1788188471.921606,/odometry/filtered,pos_x,0.041930
1788188471.921606,/odometry/filtered,pos_y,-0.198844
1788188471.921606,/odometry/filtered,quat_z,-0.137044
1788188471.921606,/odometry/filtered,quat_w,0.990565
1788188471.921606,/odometry/filtered,vel_x,-0.000034
1788188471.921606,/odometry/filtered,yaw_rate,-0.000014
1788188471.955024,/odometry/filtered,pos_x,0.041927
1788188471.955024,/odometry/filtered,pos_y,-0.198839
1788188471.955024,/odometry/filtered,quat_z,-0.137045
1788188471.955024,/odometry/filtered,quat_w,0.990565
1788188471.955024,/odometry/filtered,vel_x,-0.000037
1788188471.955024,/odometry/filtered,yaw_rate,-0.000014
1788188472.021446,/odometry/filtered,pos_x,0.041810
1788188472.021446,/odometry/filtered,pos_y,-0.198807
1788188472.021446,/odometry/filtered,quat_z,-0.137040
1788188472.021446,/odometry/filtered,quat_w,0.990565
1788188472.021446,/odometry/filtered,vel_x,-0.000165
1788188472.021446,/odometry/filtered,yaw_rate,-0.000009
1788188472.121538,/odometry/filtered,pos_x,0.041739
1788188472.121538,/odometry/filtered,pos_y,-0.198892
1788188472.121538,/odometry/filtered,quat_z,-0.137034
1788188472.121538,/odometry/filtered,quat_w,0.990566
1788188472.121538,/odometry/filtered,vel_x,-0.000219
1788188472.121538,/odometry/filtered,yaw_rate,-0.000001
1788188472.157210,/odometry/filtered,pos_x,0.041711
1788188472.157210,/odometry/filtered,pos_y,-0.198895
1788188472.157210,/odometry/filtered,quat_z,-0.137034
1788188472.157210,/odometry/filtered,quat_w,0.990566
1788188472.157210,/odometry/filtered,vel_x,-0.000229
1788188472.157210,/odometry/filtered,yaw_rate,-0.000001
1788188472.221582,/odometry/filtered,pos_x,0.042031
1788188472.221582,/odometry/filtered,pos_y,-0.198899
1788188472.221582,/odometry/filtered,quat_z,-0.137042
1788188472.221582,/odometry/filtered,quat_w,0.990565
1788188472.221582,/odometry/filtered,vel_x,0.000109
1788188472.221582,/odometry/filtered,yaw_rate,-0.000010
1788188472.321445,/odometry/filtered,pos_x,0.041840
1788188472.321445,/odometry/filtered,pos_y,-0.198891
1788188472.321445,/odometry/filtered,quat_z,-0.137041
1788188472.321445,/odometry/filtered,quat_w,0.990565
1788188472.321445,/odometry/filtered,vel_x,-0.000096
1788188472.321445,/odometry/filtered,yaw_rate,-0.000008
1788188472.421448,/odometry/filtered,pos_x,0.041891
1788188472.421448,/odometry/filtered,pos_y,-0.198835
1788188472.421448,/odometry/filtered,quat_z,-0.137041
1788188472.421448,/odometry/filtered,quat_w,0.990565
1788188472.421448,/odometry/filtered,vel_x,-0.000054
1788188472.421448,/odometry/filtered,yaw_rate,-0.000008
1788188472.488435,/odometry/filtered,pos_x,0.041972
1788188472.488435,/odometry/filtered,pos_y,-0.198909
1788188472.488435,/odometry/filtered,quat_z,-0.137038
1788188472.488435,/odometry/filtered,quat_w,0.990566
1788188472.488435,/odometry/filtered,vel_x,0.000054
1788188472.488435,/odometry/filtered,yaw_rate,-0.000004
1788188472.555571,/odometry/filtered,pos_x,0.041990
1788188472.555571,/odometry/filtered,pos_y,-0.198872
1788188472.555571,/odometry/filtered,quat_z,-0.137052
1788188472.555571,/odometry/filtered,quat_w,0.990564
1788188472.555571,/odometry/filtered,vel_x,0.000060
1788188472.555571,/odometry/filtered,yaw_rate,-0.000020
1788188472.621608,/odometry/filtered,pos_x,0.041815
1788188472.621608,/odometry/filtered,pos_y,-0.198797
1788188472.621608,/odometry/filtered,quat_z,-0.137050
1788188472.621608,/odometry/filtered,quat_w,0.990564
1788188472.621608,/odometry/filtered,vel_x,-0.000149
1788188472.621608,/odometry/filtered,yaw_rate,-0.000017
1788188472.721473,/odometry/filtered,pos_x,0.041836
1788188472.721473,/odometry/filtered,pos_y,-0.198864
1788188472.721473,/odometry/filtered,quat_z,-0.137041
1788188472.721473,/odometry/filtered,quat_w,0.990565
1788188472.721473,/odometry/filtered,vel_x,-0.000098
1788188472.721473,/odometry/filtered,yaw_rate,-0.000007
1788188472.788223,/odometry/filtered,pos_x,0.041841
1788188472.788223,/odometry/filtered,pos_y,-0.198865
1788188472.788223,/odometry/filtered,quat_z,-0.137042
1788188472.788223,/odometry/filtered,quat_w,0.990565
1788188472.788223,/odometry/filtered,vel_x,-0.000087
1788188472.788223,/odometry/filtered,yaw_rate,-0.000007
1788188472.856991,/odometry/filtered,pos_x,0.041730
1788188472.856991,/odometry/filtered,pos_y,-0.198813
1788188472.856991,/odometry/filtered,quat_z,-0.137044
1788188472.856991,/odometry/filtered,quat_w,0.990565
1788188472.856991,/odometry/filtered,vel_x,-0.000214
1788188472.856991,/odometry/filtered,yaw_rate,-0.000009
1788188472.955970,/odometry/filtered,pos_x,0.041985
1788188472.955970,/odometry/filtered,pos_y,-0.198834
1788188472.955970,/odometry/filtered,quat_z,-0.137048
1788188472.955970,/odometry/filtered,quat_w,0.990564
1788188472.955970,/odometry/filtered,vel_x,0.000082
1788188472.955970,/odometry/filtered,yaw_rate,-0.000013
1788188472.988337,/odometry/filtered,pos_x,0.041996
1788188472.988337,/odometry/filtered,pos_y,-0.198829
1788188472.988337,/odometry/filtered,quat_z,-0.137049
1788188472.988337,/odometry/filtered,quat_w,0.990564
1788188472.988337,/odometry/filtered,vel_x,0.000086
1788188472.988337,/odometry/filtered,yaw_rate,-0.000013
1788188473.088319,/odometry/filtered,pos_x,0.041854
1788188473.088319,/odometry/filtered,pos_y,-0.198830
1788188473.088319,/odometry/filtered,quat_z,-0.137047
1788188473.088319,/odometry/filtered,quat_w,0.990565
1788188473.088319,/odometry/filtered,vel_x,-0.000062
1788188473.088319,/odometry/filtered,yaw_rate,-0.000011
1788188473.121596,/odometry/filtered,pos_x,0.041852
1788188473.121596,/odometry/filtered,pos_y,-0.198829
1788188473.121596,/odometry/filtered,quat_z,-0.137047
1788188473.121596,/odometry/filtered,quat_w,0.990565
1788188473.121596,/odometry/filtered,vel_x,-0.000063
1788188473.121596,/odometry/filtered,yaw_rate,-0.000011
1788188473.221596,/odometry/filtered,pos_x,0.041977
1788188473.221596,/odometry/filtered,pos_y,-0.198889
1788188473.221596,/odometry/filtered,quat_z,-0.137041
1788188473.221596,/odometry/filtered,quat_w,0.990565
1788188473.221596,/odometry/filtered,vel_x,0.000085
1788188473.221596,/odometry/filtered,yaw_rate,-0.000003
1788188473.255132,/odometry/filtered,pos_x,0.041980
1788188473.255132,/odometry/filtered,pos_y,-0.198890
1788188473.255132,/odometry/filtered,quat_z,-0.137041
1788188473.255132,/odometry/filtered,quat_w,0.990565
1788188473.255132,/odometry/filtered,vel_x,0.000086
1788188473.255132,/odometry/filtered,yaw_rate,-0.000003
1788188473.354846,/odometry/filtered,pos_x,0.041734
1788188473.354846,/odometry/filtered,pos_y,-0.198822
1788188473.354846,/odometry/filtered,quat_z,-0.137053
1788188473.354846,/odometry/filtered,quat_w,0.990564
1788188473.354846,/odometry/filtered,vel_x,-0.000207
1788188473.354846,/odometry/filtered,yaw_rate,-0.000018
1788188473.388312,/odometry/filtered,pos_x,0.041703
1788188473.388312,/odometry/filtered,pos_y,-0.198815
1788188473.388312,/odometry/filtered,quat_z,-0.137058
1788188473.388312,/odometry/filtered,quat_w,0.990563
1788188473.388312,/odometry/filtered,vel_x,-0.000238
1788188473.388312,/odometry/filtered,yaw_rate,-0.000024
1788188473.421427,/odometry/filtered,pos_x,0.042025
1788188473.421427,/odometry/filtered,pos_y,-0.198818
1788188473.421427,/odometry/filtered,quat_z,-0.137048
1788188473.421427,/odometry/filtered,quat_w,0.990564
1788188473.421427,/odometry/filtered,vel_x,0.000132
1788188473.421427,/odometry/filtered,yaw_rate,-0.000011
1788188473.457741,/odometry/filtered,pos_x,0.042042
1788188473.457741,/odometry/filtered,pos_y,-0.198812
1788188473.457741,/odometry/filtered,quat_z,-0.137049
1788188473.457741,/odometry/filtered,quat_w,0.990564
1788188473.457741,/odometry/filtered,vel_x,0.000138
1788188473.457741,/odometry/filtered,yaw_rate,-0.000011
1788188473.521427,/odometry/filtered,pos_x,0.042140
1788188473.521427,/odometry/filtered,pos_y,-0.198869
1788188473.521427,/odometry/filtered,quat_z,-0.137054
1788188473.521427,/odometry/filtered,quat_w,0.990564
1788188473.521427,/odometry/filtered,vel_x,0.000249
1788188473.521427,/odometry/filtered,yaw_rate,-0.000017
1788188473.588161,/odometry/filtered,pos_x,0.042069
1788188473.588161,/odometry/filtered,pos_y,-0.198896
1788188473.588161,/odometry/filtered,quat_z,-0.137042
1788188473.588161,/odometry/filtered,quat_w,0.990565
1788188473.588161,/odometry/filtered,vel_x,0.000170
1788188473.588161,/odometry/filtered,yaw_rate,-0.000002
1788188473.654669,/odometry/filtered,pos_x,0.042157
1788188473.654669,/odometry/filtered,pos_y,-0.198923
1788188473.654669,/odometry/filtered,quat_z,-0.137046
