stamp_s,why,ey_m,epsi_rad,lane_width_m,n_lines,confidence,reason
1788183870.970,unpaired,0.01769,-0.22384,0.24500,1,0.250,single_line
1788183871.070,unpaired,-0.01374,0.05921,0.24500,1,0.271,single_line
1788183871.120,unpaired,0.02255,-0.24489,0.24500,1,0.250,single_line
1788183871.170,unpaired,0.02256,-0.24458,0.24500,1,0.229,single_line
1788183871.220,unpaired,-0.01587,0.07274,0.24500,1,0.292,single_line
1788183871.320,unpaired,0.01892,-0.22666,0.24500,1,0.229,single_line
1788183871.370,unpaired,-0.01460,0.06358,0.24500,1,0.292,single_line
1788183871.420,unpaired,0.01845,-0.22742,0.24500,1,0.271,single_line
1788183871.471,unpaired,-0.01373,0.05764,0.24500,1,0.312,single_line
1788183871.520,unpaired,-0.03698,0.21413,0.24500,1,0.333,single_line
1788183871.620,unpaired,-0.01300,0.05596,0.24500,1,0.292,single_line
1788183871.670,unpaired,-0.04103,0.23816,0.24500,1,0.333,single_line
1788183871.720,unpaired,0.01723,-0.22013,0.24500,1,0.208,single_line
1788183871.770,unpaired,-0.01459,0.06580,0.24500,1,0.271,single_line
1788183871.820,unpaired,0.02430,-0.25291,0.24500,1,0.229,single_line
1788183871.920,unpaired,0.01762,-0.22529,0.24500,1,0.271,single_line
1788183871.970,unpaired,0.01450,-0.20885,0.24500,1,0.250,single_line
1788183872.020,unpaired,-0.04564,0.26257,0.24500,1,0.292,single_line
1788183872.070,unpaired,0.01757,-0.22421,0.24500,1,0.271,single_line
1788183872.121,unpaired,0.01808,-0.22538,0.24500,1,0.250,single_line
1788183872.220,unpaired,0.01845,-0.22704,0.24500,1,0.250,single_line
1788183872.270,unpaired,-0.01761,0.08560,0.24500,1,0.250,single_line
1788183872.320,unpaired,-0.04246,0.24549,0.24500,1,0.333,single_line
1788183872.370,unpaired,-0.01375,0.05912,0.24500,1,0.312,single_line
1788183872.420,unpaired,0.01704,-0.21999,0.24500,1,0.271,single_line
1788183872.520,unpaired,-0.04278,0.24750,0.24500,1,0.333,single_line
1788183872.571,unpaired,-0.01595,0.07300,0.24500,1,0.312,single_line
1788183872.620,unpaired,-0.01428,0.06252,0.24500,1,0.292,single_line
1788183872.670,unpaired,-0.01358,0.06005,0.24500,1,0.292,single_line
1788183872.720,unpaired,-0.01048,0.03988,0.24500,1,0.292,single_line
1788183872.820,unpaired,-0.01176,0.04746,0.24500,1,0.333,single_line
1788183872.870,unpaired,0.01749,-0.22108,0.24500,1,0.229,single_line
1788183872.920,unpaired,0.02107,-0.23907,0.24500,1,0.250,single_line
1788183872.970,unpaired,-0.01245,0.05428,0.24500,1,0.312,single_line
1788183873.020,unpaired,-0.04145,0.24192,0.24500,1,0.312,single_line
1788183873.072,unpaired,-0.03814,0.22598,0.24500,1,0.333,single_line
1788183873.170,unpaired,0.02249,-0.24616,0.24500,1,0.271,single_line
1788183873.220,unpaired,0.01552,-0.21244,0.24500,1,0.229,single_line
1788183873.270,unpaired,-0.03965,0.23474,0.24500,1,0.333,single_line
1788183873.320,unpaired,0.01875,-0.22878,0.24500,1,0.250,single_line
1788183873.420,unpaired,-0.03795,0.22573,0.24500,1,0.333,single_line
1788183873.470,unpaired,-0.01048,0.04095,0.24500,1,0.312,single_line
1788183873.520,unpaired,-0.01528,0.06916,0.24500,1,0.312,single_line
1788183873.570,unpaired,-0.01419,0.06386,0.24500,1,0.292,single_line
1788183873.620,unpaired,-0.01326,0.05395,0.24500,1,0.312,single_line
1788183873.720,unpaired,-0.01489,0.06753,0.24500,1,0.292,single_line
1788183873.770,unpaired,-0.01212,0.04944,0.24500,1,0.312,single_line
1788183873.820,unpaired,-0.01288,0.05271,0.24500,1,0.312,single_line
1788183873.870,unpaired,0.01935,-0.23043,0.24500,1,0.250,single_line
1788183873.920,unpaired,0.02142,-0.24080,0.24500,1,0.250,single_line
1788183874.020,unpaired,0.01613,-0.21539,0.24500,1,0.229,single_line
1788183874.070,unpaired,0.01915,-0.23234,0.24500,1,0.271,single_line
1788183874.120,unpaired,-0.01534,0.07174,0.24500,1,0.292,single_line
1788183874.170,unpaired,-0.03785,0.21816,0.24500,1,0.333,single_line
1788183874.220,unpaired,-0.01391,0.05944,0.24500,1,0.312,single_line
1788183874.320,unpaired,0.01893,-0.22951,0.24500,1,0.250,single_line
1788183874.371,unpaired,-0.01085,0.04309,0.24500,1,0.312,single_line
1788183874.420,unpaired,-0.01529,0.06897,0.24500,1,0.292,single_line
1788183874.471,unpaired,0.01726,-0.22263,0.24500,1,0.271,single_line
1788183874.520,unpaired,0.01969,-0.23216,0.24500,1,0.271,single_line
1788183874.620,unpaired,0.01918,-0.22815,0.24500,1,0.208,single_line
1788183874.671,unpaired,-0.00980,0.03586,0.24500,1,0.312,single_line
1788183874.720,unpaired,-0.01056,0.03693,0.24500,1,0.312,single_line
1788183874.770,unpaired,0.01749,-0.22108,0.24500,1,0.229,single_line
1788183874.820,unpaired,-0.04061,0.23831,0.24500,1,0.312,single_line
1788183874.920,unpaired,0.01570,-0.21360,0.24500,1,0.229,single_line
1788183874.970,unpaired,-0.04363,0.25197,0.24500,1,0.312,single_line
1788183875.020,unpaired,-0.04149,0.24253,0.24500,1,0.312,single_line
1788183875.070,unpaired,-0.04203,0.24548,0.24500,1,0.312,single_line
1788183875.120,unpaired,0.02001,-0.23435,0.24500,1,0.271,single_line
1788183875.220,unpaired,-0.03817,0.22390,0.24500,1,0.333,single_line
1788183875.270,unpaired,-0.01047,0.03794,0.24500,1,0.312,single_line
1788183875.320,unpaired,-0.01359,0.05814,0.24500,1,0.292,single_line
1788183875.370,unpaired,0.01996,-0.23504,0.24500,1,0.250,single_line
1788183875.420,unpaired,0.01613,-0.21539,0.24500,1,0.229,single_line
1788183875.520,unpaired,-0.01433,0.06269,0.24500,1,0.292,single_line
1788183875.571,unpaired,0.01706,-0.21930,0.24500,1,0.229,single_line
1788183875.620,unpaired,0.01613,-0.21539,0.24500,1,0.229,single_line
1788183875.670,unpaired,-0.04164,0.23661,0.24500,1,0.333,single_line
1788183875.720,unpaired,-0.01227,0.05068,0.24500,1,0.292,single_line
1788183875.771,unpaired,-0.01472,0.06600,0.24500,1,0.292,single_line
1788183875.870,unpaired,-0.04287,0.24926,0.24500,1,0.312,single_line
1788183875.920,unpaired,0.01969,-0.23216,0.24500,1,0.250,single_line
1788183876.020,unpaired,-0.01238,0.05066,0.24500,1,0.292,single_line
1788183876.070,unpaired,-0.01534,0.06930,0.24500,1,0.292,single_line
1788183876.120,unpaired,-0.01596,0.07376,0.24500,1,0.292,single_line
1788183876.170,unpaired,-0.01432,0.06427,0.24500,1,0.271,single_line
1788183876.220,unpaired,-0.01106,0.04236,0.24500,1,0.292,single_line
1788183876.320,unpaired,-0.04054,0.22999,0.24500,1,0.312,single_line
1788183876.370,unpaired,0.01918,-0.22815,0.24500,1,0.208,single_line
1788183876.420,unpaired,0.02277,-0.24731,0.24500,1,0.229,single_line
1788183876.470,unpaired,-0.01730,0.08388,0.24500,1,0.250,single_line
1788183876.520,unpaired,0.02151,-0.23941,0.24500,1,0.229,single_line
1788183876.620,unpaired,-0.01597,0.07256,0.24500,1,0.292,single_line
1788183876.670,unpaired,-0.01498,0.06516,0.24500,1,0.292,single_line
1788183876.720,unpaired,-0.01263,0.05044,0.24500,1,0.292,single_line
1788183876.770,unpaired,-0.01388,0.06057,0.24500,1,0.271,single_line
1788183876.820,unpaired,-0.01544,0.07155,0.24500,1,0.271,single_line
1788183876.870,unpaired,0.01974,-0.23350,0.24500,1,0.250,single_line
1788183876.970,unpaired,0.02256,-0.24458,0.24500,1,0.229,single_line
1788183877.020,unpaired,-0.01346,0.05769,0.24500,1,0.271,single_line
1788183877.070,unpaired,-0.01713,0.08043,0.24500,1,0.312,single_line
1788183877.120,unpaired,-0.04276,0.24137,0.24500,1,0.333,single_line
1788183877.170,unpaired,0.02302,-0.24868,0.24500,1,0.271,single_line
1788183877.220,unpaired,0.02176,-0.24071,0.24500,1,0.229,single_line
1788183877.320,unpaired,0.02234,-0.24371,0.24500,1,0.229,single_line
1788183877.370,unpaired,-0.01592,0.07459,0.24500,1,0.271,single_line
1788183877.420,unpaired,0.02099,-0.23679,0.24500,1,0.229,single_line
1788183877.470,unpaired,0.01718,-0.22205,0.24500,1,0.271,single_line
1788183877.520,unpaired,-0.01275,0.05094,0.24500,1,0.292,single_line
1788183877.620,unpaired,-0.01462,0.06439,0.24500,1,0.312,single_line
1788183877.670,unpaired,0.01997,-0.23470,0.24500,1,0.250,single_line
1788183877.720,unpaired,-0.01353,0.05727,0.24500,1,0.292,single_line
1788183877.770,unpaired,-0.03781,0.21780,0.24500,1,0.333,single_line
1788183877.820,unpaired,0.01806,-0.22531,0.24500,1,0.250,single_line
1788183877.920,unpaired,-0.01624,0.07317,0.24500,1,0.312,single_line
1788183877.970,unpaired,-0.01134,0.04442,0.24500,1,0.312,single_line
1788183878.020,unpaired,-0.01442,0.06382,0.24500,1,0.292,single_line
1788183878.070,unpaired,-0.01310,0.05503,0.24500,1,0.312,single_line
1788183878.120,unpaired,0.01591,-0.21444,0.24500,1,0.229,single_line
1788183878.220,unpaired,-0.01147,0.04437,0.24500,1,0.292,single_line
1788183878.270,unpaired,-0.01514,0.06767,0.24500,1,0.292,single_line
1788183878.320,unpaired,0.02176,-0.24071,0.24500,1,0.229,single_line
1788183878.370,unpaired,-0.01571,0.07002,0.24500,1,0.312,single_line
1788183878.420,unpaired,-0.01643,0.07672,0.24500,1,0.292,single_line
1788183878.520,unpaired,0.01724,-0.22256,0.24500,1,0.271,single_line
1788183878.570,unpaired,-0.04582,0.26294,0.24500,1,0.292,single_line
1788183878.620,unpaired,-0.01228,0.05022,0.24500,1,0.271,single_line
1788183878.670,unpaired,0.01918,-0.22815,0.24500,1,0.208,single_line
1788183878.720,unpaired,0.01840,-0.22739,0.24500,1,0.250,single_line
1788183878.820,unpaired,-0.01561,0.07003,0.24500,1,0.292,single_line
1788183878.870,unpaired,0.02456,-0.25314,0.24500,1,0.271,single_line
1788183878.920,unpaired,0.02176,-0.24071,0.24500,1,0.229,single_line
1788183878.970,unpaired,-0.01424,0.06328,0.24500,1,0.271,single_line
1788183879.020,unpaired,-0.01228,0.05022,0.24500,1,0.271,single_line
1788183879.120,unpaired,-0.01466,0.06514,0.24500,1,0.292,single_line
1788183879.170,unpaired,-0.04259,0.24740,0.24500,1,0.333,single_line
1788183879.220,unpaired,0.02097,-0.23684,0.24500,1,0.229,single_line
1788183879.270,unpaired,0.02135,-0.24160,0.24500,1,0.250,single_line
1788183879.320,unpaired,-0.01401,0.06007,0.24500,1,0.312,single_line
1788183879.420,unpaired,0.02004,-0.23389,0.24500,1,0.250,single_line
1788183879.470,unpaired,0.02238,-0.24676,0.24500,1,0.250,single_line
1788183879.520,unpaired,-0.01367,0.05858,0.24500,1,0.292,single_line
1788183879.570,unpaired,0.02039,-0.23588,0.24500,1,0.250,single_line
1788183879.620,unpaired,-0.01203,0.04944,0.24500,1,0.333,single_line
1788183879.720,unpaired,-0.01213,0.04987,0.24500,1,0.333,single_line
1788183879.770,unpaired,-0.01493,0.06749,0.24500,1,0.271,single_line
1788183879.820,unpaired,-0.01170,0.04418,0.24500,1,0.333,single_line
1788183879.870,unpaired,-0.00922,0.03095,0.24500,1,0.292,single_line
1788183879.920,unpaired,0.02171,-0.24322,0.24500,1,0.271,single_line
1788183880.020,unpaired,0.01798,-0.22482,0.24500,1,0.250,single_line
1788183880.070,unpaired,0.02265,-0.24687,0.24500,1,0.271,single_line
1788183880.120,unpaired,-0.00935,0.03286,0.24500,1,0.333,single_line
1788183880.170,unpaired,0.01830,-0.22680,0.24500,1,0.271,single_line
1788183880.220,unpaired,-0.01462,0.06439,0.24500,1,0.312,single_line
1788183880.320,unpaired,-0.04231,0.24679,0.24500,1,0.333,single_line
1788183880.370,unpaired,-0.01383,0.06162,0.24500,1,0.292,single_line
1788183880.420,unpaired,-0.04218,0.24295,0.24500,1,0.333,single_line
1788183880.470,unpaired,0.02046,-0.23582,0.24500,1,0.250,single_line
1788183880.520,unpaired,0.01983,-0.23434,0.24500,1,0.271,single_line
1788183880.620,unpaired,-0.01232,0.04901,0.24500,1,0.312,single_line
1788183880.670,unpaired,0.01678,-0.21813,0.24500,1,0.250,single_line
1788183880.720,unpaired,-0.03426,0.19735,0.24500,1,0.375,single_line
1788183880.770,unpaired,0.02410,-0.25225,0.24500,1,0.271,single_line
1788183880.820,unpaired,0.01838,-0.22731,0.24500,1,0.250,single_line
1788183880.920,unpaired,-0.01069,0.04115,0.24500,1,0.312,single_line
1788183880.970,unpaired,-0.01359,0.05781,0.24500,1,0.333,single_line
1788183881.020,unpaired,-0.04187,0.24350,0.24500,1,0.333,single_line
1788183881.070,unpaired,0.02285,-0.24778,0.24500,1,0.271,single_line
1788183881.120,unpaired,0.01873,-0.22604,0.24500,1,0.208,single_line
1788183881.220,unpaired,-0.01035,0.03901,0.24500,1,0.312,single_line
1788183881.270,unpaired,-0.01133,0.04514,0.24500,1,0.292,single_line
1788183881.320,unpaired,-0.04250,0.24551,0.24500,1,0.333,single_line
1788183881.370,unpaired,-0.01068,0.03910,0.24500,1,0.312,single_line
1788183881.420,unpaired,0.02181,-0.24265,0.24500,1,0.271,single_line
1788183881.520,unpaired,-0.01099,0.04198,0.24500,1,0.312,single_line
1788183881.570,unpaired,-0.03449,0.19947,0.24500,1,0.375,single_line
1788183881.620,unpaired,-0.01252,0.05190,0.24500,1,0.292,single_line
1788183881.670,unpaired,-0.01211,0.04979,0.24500,1,0.354,single_line
1788183881.720,unpaired,-0.01310,0.05384,0.24500,1,0.312,single_line
1788183881.820,unpaired,-0.01404,0.06066,0.24500,1,0.312,single_line
1788183881.870,unpaired,-0.01319,0.05670,0.24500,1,0.292,single_line
1788183881.920,unpaired,-0.01275,0.05377,0.24500,1,0.292,single_line
1788183881.970,unpaired,0.01788,-0.22457,0.24500,1,0.250,single_line
1788183882.020,unpaired,-0.01350,0.05747,0.24500,1,0.312,single_line
1788183882.120,unpaired,0.01688,-0.21813,0.24500,1,0.229,single_line
1788183882.170,unpaired,0.01987,-0.23324,0.24500,1,0.250,single_line
1788183882.220,unpaired,-0.01725,0.07971,0.24500,1,0.312,single_line
1788183882.270,unpaired,-0.01273,0.05305,0.24500,1,0.292,single_line
1788183882.320,unpaired,0.01568,-0.21349,0.24500,1,0.229,single_line
1788183882.420,unpaired,0.01760,-0.22437,0.24500,1,0.271,single_line
1788183882.470,unpaired,0.01615,-0.21618,0.24500,1,0.271,single_line
1788183882.520,unpaired,-0.01393,0.05898,0.24500,1,0.312,single_line
1788183882.570,unpaired,0.02047,-0.23818,0.24500,1,0.292,single_line
1788183882.620,unpaired,-0.01521,0.06725,0.24500,1,0.292,single_line
1788183882.720,unpaired,-0.01311,0.05329,0.24500,1,0.333,single_line
1788183882.770,unpaired,-0.01415,0.06033,0.24500,1,0.312,single_line
1788183882.820,unpaired,0.02108,-0.24016,0.24500,1,0.271,single_line
1788183882.870,unpaired,-0.01373,0.05899,0.24500,1,0.312,single_line
1788183882.920,unpaired,-0.01508,0.06538,0.24500,1,0.312,single_line
1788183883.020,unpaired,0.01969,-0.23216,0.24500,1,0.250,single_line
1788183883.070,unpaired,-0.01264,0.05330,0.24500,1,0.292,single_line
