timestamp,action,reason,resets_issued
1788185527.961483,withheld,perception still invalid,0
1788185528.154155,withheld,healthy for 0.00 s of 1.00,0
1788185528.163745,withheld,healthy for 0.01 s of 1.00,0
1788185528.662820,withheld,healthy for 0.51 s of 1.00,0
1788185528.871681,withheld,healthy for 0.72 s of 1.00,0
1788185528.951999,withheld,healthy for 0.80 s of 1.00,0
1788185529.155504,reset,"healthy for 1.00 s, reset 1/30",1
1788185529.167025,withheld,healthy for 0.00 s of 1.00,1
1788185534.167966,withheld,perception still invalid,1
1788185534.253494,withheld,healthy for 0.00 s of 1.00,1
1788185534.400158,withheld,healthy for 0.15 s of 1.00,1
1788185534.455180,withheld,healthy for 0.20 s of 1.00,1
1788185534.548512,withheld,healthy for 0.30 s of 1.00,1
1788185534.654128,withheld,healthy for 0.40 s of 1.00,1
1788185534.758301,withheld,healthy for 0.50 s of 1.00,1
1788185535.057762,withheld,healthy for 0.80 s of 1.00,1
1788185535.163203,withheld,healthy for 0.91 s of 1.00,1
1788185535.375528,reset,"healthy for 1.12 s, reset 2/30",2
1788185535.388464,withheld,healthy for 0.00 s of 1.00,2
1788185536.645957,withheld,perception still invalid,2
1788185536.754565,withheld,healthy for 0.00 s of 1.00,2
1788185536.955176,withheld,healthy for 0.20 s of 1.00,2
1788185536.963959,withheld,healthy for 0.21 s of 1.00,2
1788185537.174902,withheld,healthy for 0.42 s of 1.00,2
1788185537.257878,withheld,healthy for 0.50 s of 1.00,2
1788185537.454229,withheld,healthy for 0.70 s of 1.00,2
1788185537.466014,withheld,healthy for 0.71 s of 1.00,2
1788185537.573516,withheld,healthy for 0.82 s of 1.00,2
1788185537.657926,withheld,healthy for 0.90 s of 1.00,2
1788185538.061069,withheld,perception still invalid,2
1788185538.454149,withheld,healthy for 0.00 s of 1.00,2
1788185538.461506,withheld,healthy for 0.01 s of 1.00,2
1788185538.548682,withheld,healthy for 0.09 s of 1.00,2
1788185538.551421,withheld,healthy for 0.10 s of 1.00,2
1788185538.648213,withheld,healthy for 0.19 s of 1.00,2
1788185538.652600,withheld,healthy for 0.20 s of 1.00,2
1788185538.863937,withheld,healthy for 0.41 s of 1.00,2
